TIMESTAMP,BBM_EBOX_OUT_VOLTAGE_MEASURED,STATOR_AND_MAIN_BATT_IN_VOLTAGE_MEASURED,BBM_WINCH_OUT_VOLTAGE_MEASURED,STATOR_TO_BBM_CURRENT_MEASURED,MAIN_BATT_TO_BBM_CURRENT_MEASURED,BBM_TO_WINCH_AND_BATT_CURRENT_MEASURED,WINCH_BATT_AND_BBM_TO_WINCH_CURRENT_MEASURED,BBM_TO_EBOX_CURRENT_MEASURED
2018-02-22T11-31-03_0010,11.84,12.08,11.83,0.09,0.26,0.09,-0.02,0.20
2018-02-22T11-31-03_0011,11.84,12.09,11.85,0.08,0.24,0.09,-0.02,0.31
2018-02-22T11-31-03_0012,11.84,12.09,11.85,0.08,0.23,0.13,0.00,0.49
2018-02-22T11-31-03_0013,11.82,12.08,11.85,0.08,0.39,0.08,-0.05,0.29
2018-02-22T11-31-03_0014,11.85,12.07,11.85,0.05,0.25,0.10,0.02,0.15
2018-02-22T11-31-03_0015,11.84,12.10,11.83,0.09,0.24,0.10,0.00,0.19
2018-02-22T11-31-03_0016,11.84,12.08,11.83,0.08,0.24,0.07,0.00,0.27
2018-02-22T11-31-03_0017,11.84,12.09,11.85,0.09,0.20,0.08,0.00,0.48
2018-02-22T11-31-04_0000,11.82,12.08,11.84,0.09,0.39,0.11,0.05,0.29
2018-02-22T11-31-04_0001,11.85,12.10,11.84,0.08,0.22,0.07,0.02,0.17
2018-02-22T11-31-04_0002,11.84,12.08,11.84,0.07,0.22,0.11,0.07,0.31
2018-02-22T11-31-04_0003,11.83,12.08,11.85,0.08,0.48,0.11,0.00,0.21
2018-02-22T11-31-04_0004,11.83,12.08,11.84,0.09,0.20,0.11,0.05,0.30
2018-02-22T11-31-04_0005,11.84,12.07,11.84,0.09,0.37,0.08,0.00,0.18
2018-02-22T11-31-04_0006,11.82,12.08,11.84,0.09,0.45,0.10,0.00,0.25
2018-02-22T11-31-04_0007,11.85,12.07,11.84,0.07,0.33,0.11,-0.02,0.15
2018-02-22T11-31-04_0008,11.83,12.08,11.84,0.08,0.50,0.08,-0.02,0.18
2018-02-22T11-31-04_0009,11.83,12.08,11.85,0.08,0.47,0.11,0.00,0.23
2018-02-22T11-31-04_0010,11.83,12.08,11.83,0.04,0.23,0.12,-0.02,0.24
2018-02-22T11-31-04_0011,11.84,12.08,11.84,0.08,0.24,0.11,0.02,0.17
2018-02-22T11-31-04_0012,11.83,12.08,11.85,0.11,0.22,0.10,0.02,0.46
2018-02-22T11-31-04_0013,11.84,12.08,11.83,0.07,0.22,0.09,0.05,0.19
2018-02-22T11-31-04_0014,11.84,12.10,11.83,0.09,0.18,0.12,0.02,0.17
2018-02-22T11-31-04_0015,11.84,12.09,11.84,0.08,0.22,0.11,0.02,0.18
2018-02-22T11-31-04_0016,11.84,12.07,11.84,0.06,0.44,0.11,0.00,0.17
2018-02-22T11-31-05_0000,11.84,12.08,11.83,0.09,0.20,0.11,0.00,0.23
2018-02-22T11-31-05_0001,11.84,12.07,11.84,0.07,0.23,0.11,0.02,0.17
2018-02-22T11-31-05_0002,11.84,12.08,11.82,0.12,0.20,0.07,-0.02,0.19
2018-02-22T11-31-05_0003,11.85,12.07,11.85,0.10,0.24,0.08,0.02,0.17
2018-02-22T11-31-05_0004,11.84,12.09,11.83,0.09,0.22,0.09,0.00,0.18
2018-02-22T11-31-05_0005,11.84,12.08,11.85,0.06,0.43,0.09,-0.02,0.20
2018-02-22T11-31-05_0006,11.84,12.09,11.83,0.07,0.21,0.07,-0.02,0.18
2018-02-22T11-31-05_0007,11.85,12.09,11.84,0.08,0.19,0.09,-0.02,0.21
2018-02-22T11-31-05_0008,11.84,12.08,11.85,0.06,0.20,0.11,0.05,0.24
2018-02-22T11-31-05_0009,11.85,12.10,11.84,0.07,0.21,0.06,0.00,0.19
2018-02-22T11-31-05_0010,11.82,12.08,11.84,0.07,0.24,0.09,0.00,0.46
2018-02-22T11-31-05_0011,11.84,12.08,11.84,0.08,0.22,0.12,-0.05,0.19
2018-02-22T11-31-05_0012,11.84,12.10,11.84,0.07,0.23,0.10,0.00,0.20
2018-02-22T11-31-05_0013,11.84,12.08,11.85,0.07,0.21,0.07,0.05,0.40
2018-02-22T11-31-05_0014,11.84,12.08,11.84,0.09,0.23,0.10,0.05,0.32
2018-02-22T11-31-05_0015,11.82,12.08,11.85,0.07,0.36,0.10,0.02,0.35
2018-02-22T11-31-05_0016,11.84,12.08,11.82,0.08,0.25,0.09,0.07,0.16
2018-02-22T11-31-06_0000,11.84,12.09,11.83,0.07,0.22,0.09,-0.05,0.18
2018-02-22T11-31-06_0001,11.83,12.07,11.84,0.08,0.48,0.12,0.00,0.17
2018-02-22T11-31-06_0002,11.84,12.10,11.84,0.09,0.20,0.09,0.07,0.19
2018-02-22T11-31-06_0003,11.84,12.09,11.84,0.11,0.21,0.09,-0.02,0.18
2018-02-22T11-31-06_0004,11.85,12.11,11.84,0.07,0.22,0.09,0.00,0.20
2018-02-22T11-31-06_0005,11.84,12.09,11.82,0.06,0.22,0.12,0.00,0.21
2018-02-22T11-31-06_0006,11.84,12.09,11.85,0.07,0.21,0.10,0.02,0.37
2018-02-22T11-31-06_0007,11.83,12.08,11.84,0.09,0.22,0.11,0.02,0.47
2018-02-22T11-31-06_0008,11.83,12.08,11.85,0.08,0.29,0.10,-0.02,0.43
2018-02-22T11-31-06_0009,11.83,12.08,11.84,0.07,0.20,0.09,0.05,0.46
2018-02-22T11-31-06_0010,11.84,12.08,11.82,0.07,0.21,0.10,0.00,0.18
2018-02-22T11-31-06_0011,11.84,12.08,11.82,0.09,0.25,0.06,0.00,0.18
2018-02-22T11-31-06_0012,11.84,12.09,11.82,0.08,0.23,0.12,0.00,0.19
2018-02-22T11-31-06_0013,11.83,12.09,11.85,0.07,0.28,0.08,0.00,0.39
2018-02-22T11-31-06_0014,11.84,12.08,11.83,0.06,0.22,0.06,-0.05,0.19
2018-02-22T11-31-06_0015,11.85,12.07,11.85,0.09,0.29,0.10,-0.02,0.19
2018-02-22T11-31-06_0016,11.83,12.09,11.85,0.08,0.26,0.08,-0.02,0.46
2018-02-22T11-31-07_0000,11.84,12.09,11.82,0.07,0.23,0.09,0.00,0.21
2018-02-22T11-31-07_0001,11.84,12.08,11.83,0.08,0.24,0.11,0.00,0.15
2018-02-22T11-31-07_0002,11.84,12.08,11.84,0.07,0.24,0.12,0.05,0.23
2018-02-22T11-31-07_0003,11.85,12.07,11.84,0.07,0.26,0.08,0.00,0.18
2018-02-22T11-31-07_0004,11.84,12.09,11.84,0.10,0.22,0.11,0.02,0.19
2018-02-22T11-31-07_0005,11.85,12.07,11.84,0.06,0.28,0.06,-0.02,0.18
2018-02-22T11-31-07_0006,11.85,12.09,11.83,0.09,0.26,0.11,0.00,0.16
2018-02-22T11-31-07_0007,11.85,12.10,11.84,0.07,0.19,0.07,-0.02,0.19
2018-02-22T11-31-07_0008,11.82,12.08,11.85,0.06,0.38,0.09,0.00,0.31
2018-02-22T11-31-07_0009,11.84,12.08,11.82,0.09,0.23,0.09,-0.02,0.18
2018-02-22T11-31-07_0010,11.85,12.08,11.83,0.09,0.22,0.07,0.02,0.18
2018-02-22T11-31-07_0011,11.84,12.09,11.83,0.08,0.22,0.10,-0.02,0.17
2018-02-22T11-31-07_0012,11.83,12.07,11.84,0.05,0.50,0.12,-0.02,0.19
2018-02-22T11-31-07_0013,11.82,12.08,11.84,0.07,0.36,0.10,0.02,0.32
2018-02-22T11-31-07_0014,11.85,12.10,11.85,0.06,0.19,0.12,-0.05,0.21
2018-02-22T11-31-07_0015,11.84,12.09,11.84,0.08,0.20,0.08,0.00,0.19
2018-02-22T11-31-07_0016,11.84,12.09,11.82,0.07,0.21,0.10,-0.02,0.23
2018-02-22T11-31-07_0017,11.84,12.08,11.82,0.06,0.22,0.11,0.00,0.17
2018-02-22T11-31-08_0000,11.84,12.10,11.84,0.08,0.21,0.09,0.02,0.20
2018-02-22T11-31-08_0001,11.82,12.08,11.85,0.08,0.52,0.12,0.00,0.23
2018-02-22T11-31-08_0002,11.84,12.08,11.82,0.08,0.22,0.08,0.05,0.16
2018-02-22T11-31-08_0003,11.84,12.07,11.85,0.07,0.34,0.08,0.02,0.18
2018-02-22T11-31-08_0004,11.82,12.08,11.84,0.07,0.27,0.07,-0.05,0.40
2018-02-22T11-31-08_0005,11.84,12.08,11.83,0.05,0.23,0.09,0.00,0.23
2018-02-22T11-31-08_0006,11.84,12.08,11.83,0.07,0.22,0.09,0.00,0.22
2018-02-22T11-31-08_0007,11.82,12.09,11.84,0.07,0.39,0.09,0.05,0.32
2018-02-22T11-31-08_0008,11.83,12.08,11.84,0.09,0.51,0.11,0.00,0.17
2018-02-22T11-31-08_0009,11.82,12.08,11.85,0.06,0.30,0.09,-0.02,0.38
2018-02-22T11-31-08_0010,11.84,12.09,11.84,0.05,0.23,0.10,0.00,0.24
2018-02-22T11-31-08_0011,11.83,12.08,11.84,0.07,0.20,0.10,0.02,0.22
2018-02-22T11-31-08_0012,11.84,12.08,11.84,0.07,0.22,0.10,0.00,0.25
2018-02-22T11-31-08_0013,11.84,12.08,11.83,0.07,0.24,0.10,0.02,0.18
2018-02-22T11-31-08_0014,11.84,12.10,11.84,0.08,0.21,0.09,-0.05,0.17
2018-02-22T11-31-08_0015,11.84,12.09,11.83,0.09,0.20,0.09,0.00,0.18
2018-02-22T11-31-08_0016,11.84,12.09,11.84,0.08,0.20,0.09,0.00,0.18
2018-02-22T11-31-09_0000,11.84,12.06,11.84,0.05,0.28,0.11,0.00,0.19
2018-02-22T11-31-09_0001,11.84,12.06,11.84,0.08,0.34,0.08,-0.02,0.18
2018-02-22T11-31-09_0002,11.85,12.07,11.84,0.08,0.22,0.09,-0.05,0.17
2018-02-22T11-31-09_0003,11.84,12.07,11.83,0.10,0.23,0.10,0.00,0.19
2018-02-22T11-31-09_0004,11.84,12.09,11.83,0.06,0.20,0.09,-0.02,0.20
2018-02-22T11-31-09_0005,11.85,12.09,11.84,0.08,0.25,0.08,0.02,0.22
2018-02-22T11-31-09_0006,11.85,12.07,11.85,0.09,0.34,0.09,-0.02,0.17
2018-02-22T11-31-09_0007,11.82,12.08,11.85,0.05,0.26,0.09,-0.02,0.49
2018-02-22T11-31-09_0008,11.84,12.10,11.83,0.09,0.22,0.07,-0.02,0.19
2018-02-22T11-31-09_0009,11.84,12.08,11.84,0.08,0.20,0.10,0.02,0.35
2018-02-22T11-31-09_0010,11.84,12.08,11.83,0.05,0.21,0.10,-0.05,0.19
2018-02-22T11-31-09_0011,11.84,12.10,11.84,0.09,0.19,0.08,-0.05,0.17
2018-02-22T11-31-09_0012,11.82,12.08,11.84,0.05,0.25,0.13,0.02,0.45
2018-02-22T11-31-09_0013,11.82,12.09,11.85,0.05,0.46,0.08,0.00,0.24
2018-02-22T11-31-09_0014,11.84,12.08,11.85,0.06,0.18,0.11,0.02,0.46
2018-02-22T11-31-09_0015,11.84,12.08,11.82,0.08,0.21,0.09,0.02,0.16
2018-02-22T11-31-09_0016,11.83,12.08,11.85,0.09,0.21,0.13,0.00,0.44
2018-02-22T11-31-10_0000,11.82,12.09,11.85,0.08,0.38,0.08,0.02,0.31
2018-02-22T11-31-10_0001,11.84,12.10,11.84,0.08,0.23,0.08,0.05,0.17
2018-02-22T11-31-10_0002,11.84,12.08,11.84,0.11,0.23,0.09,-0.05,0.35
2018-02-22T11-31-10_0003,11.84,12.08,11.83,0.07,0.22,0.07,0.02,0.21
2018-02-22T11-31-10_0004,11.84,12.08,11.83,0.07,0.22,0.10,0.02,0.19
2018-02-22T11-31-10_0005,11.84,12.08,11.83,0.06,0.25,0.10,0.00,0.22
2018-02-22T11-31-10_0006,11.83,12.08,11.84,0.08,0.21,0.09,-0.02,0.38
2018-02-22T11-31-10_0007,11.84,12.09,11.84,0.08,0.21,0.08,0.00,0.40
2018-02-22T11-31-10_0008,11.84,12.10,11.85,0.08,0.21,0.09,-0.02,0.20
2018-02-22T11-31-10_0009,11.84,12.08,11.83,0.08,0.24,0.08,0.02,0.19
2018-02-22T11-31-10_0010,11.84,12.09,11.83,0.06,0.21,0.12,-0.02,0.17
2018-02-22T11-31-10_0011,11.84,12.08,11.83,0.10,0.22,0.11,-0.05,0.17
2018-02-22T11-31-10_0012,11.84,12.10,11.83,0.05,0.21,0.09,0.02,0.20
2018-02-22T11-31-10_0013,11.84,12.08,11.85,0.09,0.19,0.10,-0.05,0.39
2018-02-22T11-31-10_0014,11.84,12.08,11.85,0.07,0.23,0.13,-0.02,0.39
2018-02-22T11-31-10_0015,11.84,12.09,11.83,0.09,0.21,0.08,0.05,0.23
2018-02-22T11-31-10_0016,11.83,12.08,11.85,0.07,0.28,0.09,0.02,0.45
2018-02-22T11-31-11_0000,11.84,12.08,11.84,0.05,0.24,0.08,0.02,0.20
2018-02-22T11-31-11_0001,11.83,12.08,11.84,0.09,0.53,0.13,-0.02,0.21
2018-02-22T11-31-11_0002,11.84,12.08,11.85,0.07,0.20,0.10,0.05,0.40
2018-02-22T11-31-11_0003,11.84,12.09,11.83,0.08,0.20,0.11,0.02,0.21
2018-02-22T11-31-11_0004,11.84,12.10,11.84,0.08,0.22,0.10,-0.02,0.17
2018-02-22T11-31-11_0005,11.84,12.07,11.84,0.05,0.36,0.09,-0.05,0.17
2018-02-22T11-31-11_0006,11.84,12.08,11.84,0.06,0.24,0.09,0.02,0.40
2018-02-22T11-31-11_0007,11.84,12.10,11.83,0.11,0.22,0.11,-0.02,0.19
2018-02-22T11-31-11_0008,11.84,12.10,11.84,0.08,0.20,0.08,-0.02,0.17
2018-02-22T11-31-11_0009,11.84,12.06,11.84,0.06,0.29,0.07,0.05,0.19
2018-02-22T11-31-11_0010,11.84,12.09,11.85,0.05,0.25,0.10,0.05,0.37
2018-02-22T11-31-11_0011,11.83,12.08,11.85,0.08,0.47,0.11,0.00,0.20
2018-02-22T11-31-11_0012,11.84,12.08,11.85,0.07,0.22,0.11,0.02,0.41
2018-02-22T11-31-11_0013,11.84,12.10,11.83,0.08,0.23,0.06,0.00,0.19
2018-02-22T11-31-11_0014,11.83,12.09,11.85,0.06,0.22,0.07,0.02,0.47
2018-02-22T11-31-11_0015,11.85,12.07,11.85,0.07,0.23,0.09,0.05,0.18
2018-02-22T11-31-11_0016,11.84,12.09,11.82,0.07,0.21,0.09,0.02,0.18
2018-02-22T11-31-12_0000,11.84,12.09,11.82,0.07,0.22,0.11,0.02,0.18
2018-02-22T11-31-12_0001,11.84,12.08,11.84,0.06,0.20,0.10,0.07,0.35
2018-02-22T11-31-12_0002,11.82,12.08,11.84,0.05,0.34,0.12,0.02,0.37
2018-02-22T11-31-12_0003,11.84,12.09,11.84,0.08,0.23,0.05,0.00,0.18
2018-02-22T11-31-12_0004,11.85,12.09,11.83,0.05,0.23,0.09,-0.05,0.19
2018-02-22T11-31-12_0005,11.84,12.08,11.84,0.06,0.23,0.09,0.02,0.21
2018-02-22T11-31-12_0006,11.83,12.08,11.85,0.09,0.25,0.10,0.00,0.46
2018-02-22T11-31-12_0007,11.85,12.07,11.84,0.08,0.24,0.08,0.00,0.19
2018-02-22T11-31-12_0008,11.85,12.08,11.84,0.07,0.20,0.06,0.02,0.20
2018-02-22T11-31-12_0009,11.84,12.10,11.83,0.09,0.21,0.07,-0.02,0.18
2018-02-22T11-31-12_0010,11.84,12.08,11.82,0.10,0.20,0.11,-0.07,0.17
2018-02-22T11-31-12_0011,11.84,12.08,11.84,0.09,0.21,0.11,-0.02,0.38
2018-02-22T11-31-12_0012,11.84,12.07,11.84,0.08,0.35,0.10,-0.02,0.18
2018-02-22T11-31-12_0013,11.83,12.08,11.84,0.07,0.23,0.10,-0.02,0.48
2018-02-22T11-31-12_0014,11.84,12.09,11.82,0.06,0.22,0.09,0.02,0.18
2018-02-22T11-31-12_0015,11.85,12.10,11.84,0.06,0.20,0.07,0.02,0.17
2018-02-22T11-31-12_0016,11.82,12.08,11.85,0.07,0.32,0.07,-0.02,0.39
2018-02-22T11-31-12_0017,11.84,12.08,11.82,0.08,0.20,0.09,-0.02,0.19
2018-02-22T11-31-13_0000,11.83,12.08,11.84,0.06,0.51,0.12,0.07,0.18
2018-02-22T11-31-13_0001,11.83,12.08,11.85,0.07,0.27,0.10,0.00,0.41
2018-02-22T11-31-13_0002,11.84,12.09,11.84,0.05,0.21,0.09,0.07,0.28
2018-02-22T11-31-13_0003,11.84,12.09,11.83,0.07,0.21,0.13,0.02,0.21
2018-02-22T11-31-13_0004,11.84,12.07,11.85,0.07,0.39,0.09,0.02,0.18
2018-02-22T11-31-13_0005,11.82,12.08,11.85,0.09,0.33,0.09,-0.02,0.35
2018-02-22T11-31-13_0006,11.84,12.08,11.84,0.09,0.21,0.08,0.00,0.30
2018-02-22T11-31-13_0007,11.85,12.10,11.84,0.06,0.22,0.07,0.05,0.23
2018-02-22T11-31-13_0008,11.83,12.08,11.84,0.07,0.49,0.10,-0.05,0.20
2018-02-22T11-31-13_0009,11.83,12.08,11.84,0.08,0.55,0.06,0.00,0.20
2018-02-22T11-31-13_0010,11.84,12.09,11.83,0.07,0.20,0.07,0.02,0.18
2018-02-22T11-31-13_0011,11.84,12.08,11.83,0.09,0.22,0.09,0.00,0.17
2018-02-22T11-31-13_0012,11.83,12.08,11.84,0.07,0.22,0.09,-0.05,0.47
2018-02-22T11-31-13_0013,11.82,12.08,11.85,0.08,0.42,0.12,0.05,0.30
2018-02-22T11-31-13_0014,11.84,12.10,11.84,0.10,0.21,0.11,0.02,0.18
2018-02-22T11-31-13_0015,11.84,12.10,11.85,0.07,0.17,0.08,0.02,0.17
2018-02-22T11-31-13_0016,11.84,12.10,11.84,0.07,0.23,0.10,0.05,0.19
2018-02-22T11-31-14_0000,11.84,12.08,11.84,0.07,0.23,0.09,0.00,0.38
2018-02-22T11-31-14_0001,11.82,12.08,11.84,0.06,0.36,0.09,0.00,0.31
2018-02-22T11-31-14_0002,11.82,12.08,11.85,0.07,0.37,0.11,0.00,0.34
2018-02-22T11-31-14_0003,11.85,12.07,11.84,0.06,0.36,0.09,0.00,0.22
2018-02-22T11-31-14_0004,11.84,12.09,11.83,0.05,0.23,0.09,0.02,0.20
2018-02-22T11-31-14_0005,11.84,12.09,11.85,0.06,0.20,0.08,0.00,0.38
2018-02-22T11-31-14_0006,11.84,12.08,11.84,0.08,0.24,0.11,0.00,0.33
2018-02-22T11-31-14_0007,11.84,12.08,11.84,0.09,0.23,0.10,0.02,0.29
2018-02-22T11-31-14_0008,11.84,12.08,11.84,0.07,0.22,0.10,-0.02,0.33
2018-02-22T11-31-14_0009,11.84,12.08,11.84,0.06,0.24,0.09,0.02,0.39
2018-02-22T11-31-14_0010,11.84,12.09,11.83,0.06,0.21,0.11,-0.02,0.22
2018-02-22T11-31-14_0011,11.82,12.08,11.85,0.06,0.44,0.09,0.02,0.26
2018-02-22T11-31-14_0012,11.83,12.08,11.85,0.05,0.24,0.11,-0.02,0.47
2018-02-22T11-31-14_0013,11.84,12.10,11.84,0.07,0.19,0.05,0.02,0.19
2018-02-22T11-31-14_0014,11.84,12.07,11.84,0.04,0.22,0.08,0.02,0.20
2018-02-22T11-31-14_0015,11.84,12.08,11.84,0.07,0.24,0.09,0.00,0.39
2018-02-22T11-31-14_0016,11.84,12.10,11.84,0.09,0.21,0.11,0.00,0.18
2018-02-22T11-31-15_0000,11.82,12.08,11.84,0.07,0.46,0.10,0.02,0.25
2018-02-22T11-31-15_0001,11.84,12.09,11.84,0.08,0.22,0.10,0.00,0.31
2018-02-22T11-31-15_0002,11.84,12.07,11.84,0.09,0.36,0.10,0.02,0.15
2018-02-22T11-31-15_0003,11.84,12.08,11.85,0.08,0.21,0.09,0.02,0.31
2018-02-22T11-31-15_0004,11.84,12.09,11.83,0.09,0.20,0.12,0.00,0.19
2018-02-22T11-31-15_0005,11.82,12.09,11.85,0.05,0.46,0.08,0.00,0.24
2018-02-22T11-31-15_0006,11.85,12.06,11.85,0.09,0.25,0.10,0.00,0.19
2018-02-22T11-31-15_0007,11.84,12.08,11.83,0.08,0.22,0.09,0.02,0.17
2018-02-22T11-31-15_0008,11.84,12.07,11.84,0.11,0.42,0.09,0.00,0.17
2018-02-22T11-31-15_0009,11.84,12.08,11.84,0.07,0.26,0.10,0.00,0.18
2018-02-22T11-31-15_0010,11.84,12.06,11.84,0.05,0.43,0.08,0.07,0.17
2018-02-22T11-31-15_0011,11.84,12.09,11.83,0.05,0.22,0.08,0.00,0.17
2018-02-22T11-31-15_0012,11.84,12.08,11.84,0.08,0.24,0.07,0.00,0.15
2018-02-22T11-31-15_0013,11.84,12.10,11.83,0.08,0.22,0.11,0.00,0.21
2018-02-22T11-31-15_0014,11.84,12.09,11.83,0.08,0.21,0.08,-0.05,0.18
2018-02-22T11-31-15_0015,11.83,12.09,11.85,0.07,0.47,0.09,0.05,0.18
2018-02-22T11-31-15_0016,11.84,12.08,11.84,0.07,0.22,0.12,0.05,0.19
2018-02-22T11-31-16_0000,11.82,12.08,11.84,0.09,0.48,0.11,0.00,0.21
2018-02-22T11-31-16_0001,11.84,12.10,11.84,0.10,0.20,0.11,0.02,0.19
2018-02-22T11-31-16_0002,11.83,12.08,11.85,0.07,0.21,0.10,0.02,0.45
2018-02-22T11-31-16_0003,11.84,12.06,11.84,0.07,0.40,0.08,0.05,0.19
2018-02-22T11-31-16_0004,11.83,12.08,11.84,0.11,0.50,0.08,0.00,0.16
2018-02-22T11-31-16_0005,11.83,12.08,11.85,0.05,0.48,0.10,0.02,0.24
2018-02-22T11-31-16_0006,11.82,12.08,11.84,0.08,0.30,0.10,0.02,0.41
2018-02-22T11-31-16_0007,11.84,12.08,11.85,0.10,0.21,0.09,0.00,0.32
2018-02-22T11-31-16_0008,11.84,12.08,11.84,0.07,0.24,0.09,0.02,0.30
2018-02-22T11-31-16_0009,11.85,12.09,11.83,0.10,0.26,0.08,0.00,0.17
2018-02-22T11-31-16_0010,11.84,12.09,11.83,0.09,0.25,0.08,0.00,0.19
2018-02-22T11-31-16_0011,11.84,12.07,11.84,0.08,0.27,0.07,0.05,0.21
2018-02-22T11-31-16_0012,11.84,12.08,11.84,0.06,0.20,0.12,0.05,0.24
2018-02-22T11-31-16_0013,11.84,12.09,11.83,0.07,0.22,0.08,-0.02,0.20
2018-02-22T11-31-16_0014,11.84,12.06,11.84,0.09,0.39,0.09,-0.07,0.19
2018-02-22T11-31-16_0015,11.82,12.08,11.84,0.07,0.24,0.10,-0.02,0.50
2018-02-22T11-31-16_0016,11.84,12.09,11.84,0.06,0.21,0.09,0.00,0.20
2018-02-22T11-31-16_0017,11.84,12.10,11.84,0.08,0.24,0.09,0.05,0.19
2018-02-22T11-31-17_0000,11.84,12.08,11.84,0.05,0.24,0.09,0.00,0.20
2018-02-22T11-31-17_0001,11.84,12.09,11.82,0.05,0.24,0.11,-0.02,0.18
2018-02-22T11-31-17_0002,11.83,12.07,11.84,0.06,0.50,0.09,0.05,0.18
2018-02-22T11-31-17_0003,11.84,12.09,11.84,0.07,0.21,0.10,0.05,0.24
2018-02-22T11-31-17_0004,11.85,12.10,11.84,0.06,0.19,0.10,0.00,0.19
2018-02-22T11-31-17_0005,11.83,12.08,11.85,0.06,0.25,0.10,-0.05,0.47
2018-02-22T11-31-17_0006,11.84,12.07,11.84,0.07,0.36,0.11,0.02,0.17
2018-02-22T11-31-17_0007,11.84,12.09,11.85,0.06,0.22,0.09,0.02,0.41
2018-02-22T11-31-17_0008,11.84,12.10,11.84,0.07,0.21,0.10,0.02,0.19
2018-02-22T11-31-17_0009,11.82,12.08,11.84,0.08,0.35,0.07,0.02,0.39
2018-02-22T11-31-17_0010,11.83,12.07,11.84,0.07,0.48,0.08,0.05,0.19
2018-02-22T11-31-17_0011,11.84,12.10,11.84,0.09,0.23,0.08,0.02,0.19
2018-02-22T11-31-17_0012,11.84,12.08,11.85,0.08,0.22,0.09,0.02,0.38
2018-02-22T11-31-17_0013,11.84,12.07,11.84,0.10,0.25,0.08,-0.02,0.15
2018-02-22T11-31-17_0014,11.83,12.09,11.84,0.08,0.24,0.09,0.00,0.38
2018-02-22T11-31-17_0015,11.84,12.09,11.85,0.09,0.23,0.11,0.02,0.36
2018-02-22T11-31-17_0016,11.84,12.10,11.83,0.07,0.22,0.08,0.00,0.19
2018-02-22T11-31-18_0000,11.84,12.10,11.84,0.09,0.25,0.08,0.00,0.21
2018-02-22T11-31-18_0001,11.85,12.08,11.84,0.10,0.21,0.09,0.00,0.17
2018-02-22T11-31-18_0002,11.85,12.10,11.84,0.07,0.19,0.11,0.00,0.20
2018-02-22T11-31-18_0003,11.84,12.07,11.84,0.07,0.23,0.09,0.02,0.19
2018-02-22T11-31-18_0004,11.84,12.10,11.84,0.07,0.21,0.10,0.00,0.17
2018-02-22T11-31-18_0005,11.84,12.10,11.84,0.08,0.21,0.09,0.05,0.20
2018-02-22T11-31-18_0006,11.84,12.07,11.84,0.07,0.38,0.09,-0.05,0.17
2018-02-22T11-31-18_0007,11.83,12.09,11.85,0.08,0.22,0.09,0.02,0.45
2018-02-22T11-31-18_0008,11.82,12.08,11.84,0.07,0.38,0.09,-0.05,0.33
2018-02-22T11-31-18_0009,11.82,12.08,11.84,0.08,0.29,0.09,0.05,0.42
2018-02-22T11-31-18_0010,11.84,12.08,11.83,0.09,0.23,0.09,-0.02,0.19
2018-02-22T11-31-18_0011,11.84,12.08,11.84,0.08,0.22,0.08,-0.05,0.20
2018-02-22T11-31-18_0012,11.83,12.08,11.84,0.07,0.21,0.08,0.05,0.43
2018-02-22T11-31-18_0013,11.83,12.08,11.85,0.08,0.51,0.07,-0.02,0.19
2018-02-22T11-31-18_0014,11.82,12.08,11.84,0.09,0.52,0.10,-0.02,0.18
2018-02-22T11-31-18_0015,11.84,12.08,11.82,0.08,0.22,0.10,0.00,0.20
2018-02-22T11-31-18_0016,11.84,12.10,11.84,0.10,0.22,0.08,0.00,0.16
2018-02-22T11-31-19_0000,11.84,12.08,11.82,0.08,0.23,0.09,-0.02,0.20
2018-02-22T11-31-19_0001,11.82,12.08,11.84,0.08,0.37,0.11,0.07,0.30
2018-02-22T11-31-19_0002,11.83,12.08,11.84,0.09,0.21,0.08,0.02,0.47
2018-02-22T11-31-19_0003,11.84,12.10,11.83,0.08,0.21,0.12,0.00,0.20
2018-02-22T11-31-19_0004,11.82,12.08,11.85,0.07,0.40,0.08,0.00,0.33
2018-02-22T11-31-19_0005,11.84,12.09,11.83,0.07,0.22,0.10,-0.05,0.17
2018-02-22T11-31-19_0006,11.84,12.07,11.85,0.09,0.40,0.10,-0.02,0.19
2018-02-22T11-31-19_0007,11.83,12.08,11.84,0.07,0.22,0.09,0.05,0.48
2018-02-22T11-31-19_0008,11.85,12.07,11.84,0.07,0.28,0.07,0.00,0.18
2018-02-22T11-31-19_0009,11.84,12.08,11.85,0.08,0.23,0.09,0.00,0.34
2018-02-22T11-31-19_0010,11.85,12.10,11.85,0.05,0.21,0.07,0.00,0.19
2018-02-22T11-31-19_0011,11.85,12.07,11.85,0.05,0.27,0.06,-0.02,0.20
2018-02-22T11-31-19_0012,11.84,12.07,11.84,0.09,0.37,0.10,0.05,0.18
2018-02-22T11-31-19_0013,11.84,12.07,11.85,0.09,0.30,0.09,-0.02,0.18
2018-02-22T11-31-19_0014,11.84,12.06,11.84,0.07,0.37,0.08,-0.02,0.16
2018-02-22T11-31-19_0015,11.82,12.08,11.85,0.07,0.33,0.09,0.02,0.41
2018-02-22T11-31-19_0016,11.83,12.08,11.85,0.09,0.28,0.07,0.05,0.41
2018-02-22T11-31-19_0017,11.82,12.08,11.85,0.06,0.35,0.10,-0.02,0.36
